 nodos membrana externa           0
     
     
     
 112    0.28311E+01    0.51456E-02    0.52520E+02   -0.16112E-02
 113    0.28452E+01    0.51324E-02    0.52504E+02   -0.17054E-02
 114    0.28593E+01    0.51172E-02    0.52488E+02   -0.17983E-02
 115    0.28735E+01    0.51001E-02    0.52471E+02   -0.18899E-02
 116    0.28878E+01    0.50811E-02    0.52455E+02   -0.19803E-02
 117    0.29020E+01    0.50602E-02    0.52438E+02   -0.20694E-02
 118    0.29163E+01    0.50376E-02    0.52421E+02   -0.21572E-02
 119    0.29307E+01    0.50131E-02    0.52403E+02   -0.22437E-02
 120    0.29451E+01    0.49868E-02    0.52386E+02   -0.23289E-02
 121    0.29595E+01    0.49586E-02    0.52368E+02   -0.24128E-02
 122    0.29739E+01    0.49287E-02    0.52349E+02   -0.24952E-02
 123    0.29884E+01    0.48970E-02    0.52331E+02   -0.25763E-02
 124    0.30029E+01    0.48635E-02    0.52312E+02   -0.26558E-02
 125    0.30175E+01    0.48282E-02    0.52293E+02   -0.27339E-02
 126    0.30320E+01    0.47911E-02    0.52274E+02   -0.28104E-02
 127    0.30466E+01    0.47523E-02    0.52254E+02   -0.28853E-02
 128    0.30611E+01    0.47116E-02    0.52235E+02   -0.29585E-02
 129    0.30757E+01    0.46691E-02    0.52215E+02   -0.30299E-02
 130    0.30903E+01    0.46249E-02    0.52194E+02   -0.30996E-02
 131    0.31049E+01    0.45789E-02    0.52173E+02   -0.31674E-02
 132    0.31195E+01    0.45312E-02    0.52152E+02   -0.32333E-02
 133    0.31341E+01    0.44816E-02    0.52131E+02   -0.32972E-02
 134    0.31486E+01    0.44303E-02    0.52110E+02   -0.33590E-02
 135    0.31632E+01    0.43772E-02    0.52088E+02   -0.34186E-02
 136    0.31777E+01    0.43224E-02    0.52066E+02   -0.34759E-02
 137    0.31922E+01    0.42658E-02    0.52043E+02   -0.35309E-02
 138    0.32067E+01    0.42076E-02    0.52020E+02   -0.35836E-02
 139    0.32211E+01    0.41478E-02    0.51997E+02   -0.36338E-02
 140    0.32355E+01    0.40863E-02    0.51974E+02   -0.36814E-02
 141    0.32499E+01    0.40231E-02    0.51950E+02   -0.37264E-02
 142    0.32642E+01    0.39584E-02    0.51926E+02   -0.37687E-02
 143    0.32785E+01    0.38922E-02    0.51902E+02   -0.38082E-02
 144    0.32927E+01    0.38244E-02    0.51877E+02   -0.38448E-02
 145    0.33068E+01    0.37551E-02    0.51852E+02   -0.38785E-02
 146    0.33209E+01    0.36844E-02    0.51826E+02   -0.39090E-02
 147    0.33348E+01    0.36123E-02    0.51801E+02   -0.39365E-02
 148    0.33487E+01    0.35389E-02    0.51775E+02   -0.39607E-02
 149    0.33626E+01    0.34643E-02    0.51749E+02   -0.39817E-02
 150    0.33763E+01    0.33884E-02    0.51722E+02   -0.39993E-02
 151    0.33899E+01    0.33114E-02    0.51695E+02   -0.40135E-02
 152    0.34034E+01    0.32333E-02    0.51668E+02   -0.40241E-02
 153    0.34168E+01    0.31542E-02    0.51640E+02   -0.40312E-02
 154    0.34300E+01    0.30741E-02    0.51612E+02   -0.40347E-02
 155    0.34432E+01    0.29932E-02    0.51584E+02   -0.40344E-02
 156    0.34562E+01    0.29115E-02    0.51555E+02   -0.40303E-02
 157    0.34690E+01    0.28291E-02    0.51526E+02   -0.40223E-02
 158    0.34818E+01    0.27461E-02    0.51497E+02   -0.40103E-02
 159    0.34943E+01    0.26625E-02    0.51468E+02   -0.39944E-02
 160    0.35067E+01    0.25786E-02    0.51438E+02   -0.39745E-02
 161    0.35189E+01    0.24943E-02    0.51408E+02   -0.39504E-02
 162    0.35310E+01    0.24099E-02    0.51377E+02   -0.39223E-02
 163    0.35428E+01    0.23254E-02    0.51346E+02   -0.38901E-02
 164    0.35545E+01    0.22410E-02    0.51315E+02   -0.38538E-02
 165    0.35660E+01    0.21567E-02    0.51284E+02   -0.38133E-02
 166    0.35772E+01    0.20727E-02    0.51252E+02   -0.37688E-02
 167    0.35883E+01    0.19891E-02    0.51220E+02   -0.37200E-02
 168    0.35991E+01    0.19060E-02    0.51188E+02   -0.36671E-02
 169    0.36097E+01    0.18234E-02    0.51155E+02   -0.36101E-02
 170    0.36200E+01    0.17417E-02    0.51122E+02   -0.35489E-02
 171    0.36302E+01    0.16608E-02    0.51089E+02   -0.34835E-02
 172    0.36400E+01    0.15809E-02    0.51056E+02   -0.34140E-02
 173    0.36496E+01    0.15021E-02    0.51022E+02   -0.33403E-02
 174    0.36590E+01    0.14246E-02    0.50988E+02   -0.32627E-02
 175    0.36680E+01    0.13485E-02    0.50954E+02   -0.31810E-02
 176    0.36768E+01    0.12739E-02    0.50919E+02   -0.30953E-02
 177    0.36853E+01    0.12010E-02    0.50884E+02   -0.30058E-02
 178    0.36936E+01    0.11298E-02    0.50850E+02   -0.29125E-02
 179    0.37015E+01    0.10606E-02    0.50814E+02   -0.28155E-02
 180    0.37091E+01    0.99339E-03    0.50779E+02   -0.27148E-02
 181    0.37164E+01    0.92837E-03    0.50743E+02   -0.26106E-02
 182    0.37234E+01    0.86562E-03    0.50707E+02   -0.25029E-02
 183    0.37301E+01    0.80529E-03    0.50671E+02   -0.23920E-02
 184    0.37364E+01    0.74749E-03    0.50635E+02   -0.22778E-02
 185    0.37424E+01    0.69232E-03    0.50599E+02   -0.21605E-02
 186    0.37481E+01    0.63991E-03    0.50562E+02   -0.20403E-02
 187    0.37534E+01    0.59035E-03    0.50525E+02   -0.19174E-02
 188    0.37584E+01    0.54376E-03    0.50489E+02   -0.17918E-02
 189    0.37630E+01    0.50021E-03    0.50452E+02   -0.16637E-02
 190    0.37673E+01    0.45980E-03    0.50414E+02   -0.15334E-02
 191    0.37712E+01    0.42262E-03    0.50377E+02   -0.14009E-02
 192    0.37747E+01    0.38873E-03    0.50340E+02   -0.12664E-02
 193    0.37779E+01    0.35821E-03    0.50302E+02   -0.11302E-02
 194    0.37807E+01    0.33113E-03    0.50265E+02   -0.99238E-03
 195    0.37832E+01    0.30755E-03    0.50227E+02   -0.85315E-03
 196    0.37853E+01    0.28750E-03    0.50189E+02   -0.71269E-03
 197    0.37870E+01    0.27104E-03    0.50151E+02   -0.57122E-03
 198    0.37883E+01    0.25821E-03    0.50114E+02   -0.42893E-03
 199    0.37892E+01    0.24903E-03    0.50076E+02   -0.28603E-03
 200    0.37898E+01    0.24351E-03    0.50038E+02   -0.14273E-03
 201    0.37900E+01    0.24168E-03    0.50000E+02    0.77419E-06
 202    0.37898E+01    0.24354E-03    0.49962E+02    0.14428E-03
 203    0.37892E+01    0.24907E-03    0.49924E+02    0.28757E-03
 204    0.37883E+01    0.25827E-03    0.49886E+02    0.43045E-03
 205    0.37870E+01    0.27113E-03    0.49849E+02    0.57271E-03
 206    0.37853E+01    0.28760E-03    0.49811E+02    0.71415E-03
 207    0.37832E+01    0.30766E-03    0.49773E+02    0.85458E-03
 208    0.37807E+01    0.33126E-03    0.49735E+02    0.99380E-03
 209    0.37779E+01    0.35836E-03    0.49698E+02    0.11316E-02
 210    0.37747E+01    0.38889E-03    0.49660E+02    0.12678E-02
 211    0.37712E+01    0.42280E-03    0.49623E+02    0.14022E-02
 212    0.37673E+01    0.46000E-03    0.49586E+02    0.15347E-02
 213    0.37630E+01    0.50042E-03    0.49548E+02    0.16650E-02
 214    0.37584E+01    0.54398E-03    0.49511E+02    0.17930E-02
 215    0.37534E+01    0.59059E-03    0.49475E+02    0.19185E-02
 216    0.37481E+01    0.64014E-03    0.49438E+02    0.20414E-02
 217    0.37424E+01    0.69256E-03    0.49401E+02    0.21615E-02
 218    0.37364E+01    0.74773E-03    0.49365E+02    0.22787E-02
 219    0.37301E+01    0.80554E-03    0.49329E+02    0.23928E-02
 220    0.37234E+01    0.86586E-03    0.49293E+02    0.25037E-02
 221    0.37164E+01    0.92858E-03    0.49257E+02    0.26113E-02
 222    0.37091E+01    0.99359E-03    0.49221E+02    0.27154E-02
 223    0.37015E+01    0.10608E-02    0.49186E+02    0.28160E-02
 224    0.36936E+01    0.11300E-02    0.49150E+02    0.29130E-02
 225    0.36853E+01    0.12011E-02    0.49116E+02    0.30062E-02
 226    0.36768E+01    0.12740E-02    0.49081E+02    0.30957E-02
 227    0.36680E+01    0.13486E-02    0.49046E+02    0.31813E-02
 228    0.36590E+01    0.14247E-02    0.49012E+02    0.32630E-02
 229    0.36496E+01    0.15022E-02    0.48978E+02    0.33407E-02
 230    0.36400E+01    0.15810E-02    0.48944E+02    0.34144E-02
 231    0.36302E+01    0.16609E-02    0.48911E+02    0.34840E-02
 232    0.36200E+01    0.17418E-02    0.48878E+02    0.35494E-02
 233    0.36097E+01    0.18236E-02    0.48845E+02    0.36107E-02
 234    0.35991E+01    0.19062E-02    0.48812E+02    0.36678E-02
 235    0.35883E+01    0.19894E-02    0.48780E+02    0.37206E-02
 236    0.35772E+01    0.20730E-02    0.48748E+02    0.37692E-02
 237    0.35660E+01    0.21570E-02    0.48716E+02    0.38137E-02
 238    0.35545E+01    0.22413E-02    0.48685E+02    0.38539E-02
 239    0.35428E+01    0.23257E-02    0.48654E+02    0.38900E-02
 240    0.35310E+01    0.24101E-02    0.48623E+02    0.39220E-02
 241    0.35189E+01    0.24945E-02    0.48592E+02    0.39499E-02
 242    0.35067E+01    0.25786E-02    0.48562E+02    0.39736E-02
 243    0.34943E+01    0.26624E-02    0.48532E+02    0.39933E-02
 244    0.34818E+01    0.27458E-02    0.48503E+02    0.40090E-02
 245    0.34690E+01    0.28287E-02    0.48474E+02    0.40208E-02
 246    0.34562E+01    0.29110E-02    0.48445E+02    0.40287E-02
 247    0.34432E+01    0.29926E-02    0.48416E+02    0.40327E-02
 248    0.34300E+01    0.30735E-02    0.48388E+02    0.40330E-02
 249    0.34168E+01    0.31535E-02    0.48360E+02    0.40295E-02
 250    0.34034E+01    0.32325E-02    0.48332E+02    0.40224E-02
 251    0.33899E+01    0.33105E-02    0.48305E+02    0.40117E-02
 252    0.33763E+01    0.33875E-02    0.48278E+02    0.39975E-02
 253    0.33626E+01    0.34633E-02    0.48251E+02    0.39799E-02
 254    0.33487E+01    0.35379E-02    0.48225E+02    0.39590E-02
 255    0.33348E+01    0.36113E-02    0.48199E+02    0.39348E-02
 256    0.33209E+01    0.36834E-02    0.48174E+02    0.39074E-02
 257    0.33068E+01    0.37541E-02    0.48148E+02    0.38769E-02
 258    0.32927E+01    0.38234E-02    0.48123E+02    0.38434E-02
 259    0.32785E+01    0.38912E-02    0.48098E+02    0.38069E-02
